################################################################################
1/30: 	1.500000727453293
2/30: 	1.5000011537277735
3/30: 	1.5000006352679385
4/30: 	1.5000005187858367
5/30: 	1.5000010910200254
6/30: 	1.500001660923422
7/30: 	1.5000007539877234
8/30: 	1.5000005866272268
9/30: 	1.5
10/30: 	1.500001620085592
11/30: 	1.0000000032380874
12/30: 	1.5000014855299584
13/30: 	1.5000011578188601
14/30: 	1.5000013255544224
15/30: 	1.500000816733639
16/30: 	1.500000622666553
17/30: 	1.5000003744898012
18/30: 	1.0
19/30: 	1.0000000000009854
20/30: 	1.5000009741647782
21/30: 	1.5000000876141877
22/30: 	1.6666682158677395
23/30: 	1.000000026241537
24/30: 	1.666668048218434
25/30: 	1.5000007583762847
26/30: 	1.5000010523870393
27/30: 	1.500000075988787
28/30: 	1.6666678934665
29/30: 	1.5000009379159915
30/30: 	1.5000003636679569
